,epoch,F1
0,1,0.5880325514600286
1,2,0.7063232750336345
2,3,0.7496762625759538
3,4,0.7794632438739789
4,5,0.7975824829089468
5,6,0.814792899408284
6,7,0.8258880778588807
7,8,0.8299414275786755
8,9,0.8307994114762138
9,10,0.8421052631578948
10,11,0.8478239512722272
11,12,0.850520059435364
12,13,0.8570304818092429
13,14,0.8569191622626737
14,15,0.8595761536938008
15,16,0.8555302505198535
16,17,0.8531292385196667
17,18,0.8659466957297136
18,19,0.8665091553455405
19,20,0.8614047219203794
20,21,0.8666797565285688
21,22,0.8712404167485748
22,23,0.8615294917889418
23,24,0.865065065065065
24,25,0.8676061929337038
25,26,0.8635826771653544
26,27,0.8693322750272845
27,28,0.868902140971747
28,29,0.8694110695292495
29,30,0.8697901124042574
30,31,0.8676017109320601
31,32,0.8751483973090622
32,33,0.8694367861362742
33,34,0.8729423361261704
34,35,0.8686788718456211
35,36,0.8708815672306323
36,37,0.8742658038825287
37,38,0.8788598574821851
38,39,0.8749503771337832
39,40,0.8699314397649364
40,41,0.8700296735905044
41,42,0.8760983315233487
42,43,0.8740273810696346
43,44,0.8741486526502813
44,45,0.8723865877712031
45,46,0.8777887462981245
46,47,0.876872705625558
47,48,0.8753075484696388
48,49,0.8740313928074707
49,50,0.8765166340508806
50,51,0.882335477486393
51,52,0.8803894297635605
52,53,0.8750981932443048
53,54,0.8835412953060012
54,55,0.8792345992385043
55,56,0.8795936659695248
56,57,0.8822709163346613
57,58,0.8814229249011859
58,59,0.874315871774824
59,60,0.880724908893923
60,61,0.87497535002958
61,62,0.8840694006309149
62,63,0.8731755424063116
63,64,0.8807752545027407
64,65,0.883698009067613
65,66,0.8800079333597779
66,67,0.8814061419966427
67,68,0.8834515130330569
68,69,0.8829345461736207
69,70,0.881854043392505
70,71,0.8851072201455834
71,72,0.8847072879330945
72,73,0.8840249579082896
73,74,0.8819603546169936
74,75,0.8860809476801579
75,76,0.8868591632292281
76,77,0.8890431333663856
77,78,0.8875171467764061
78,79,0.887741935483871
79,80,0.8876680074560973
80,81,0.8865466839017598
81,82,0.886221604999504
82,83,0.8857988165680473
83,84,0.8831398780247885
84,85,0.8793407886992348
85,86,0.8858528858528858
86,87,0.8851906884596334
87,88,0.8845849802371542
88,89,0.8844975792905839
89,90,0.8839681133746679
90,91,0.8851291184327693
91,92,0.8874604430379747
92,93,0.8876549330689142
93,94,0.8846571287617168
94,95,0.8834173835657075
95,96,0.8859326913531224
96,97,0.8818137013307048
97,98,0.8861932938856016
98,99,0.8868688864736686
99,100,0.8854795605265763
100,101,0.8891098955743412
101,102,0.8850928592710299
102,103,0.8859622867404968
103,104,0.8862251915897033
104,105,0.8864555588438394
105,106,0.8877692155700455
106,107,0.8865424843111864
107,108,0.8877480501530259
108,109,0.8850064159510413
109,110,0.8878403617418656
110,111,0.8850529619458611
111,112,0.8857058184332708
112,113,0.890074074074074
113,114,0.8842105263157894
114,115,0.8836104513064132
115,116,0.8820492841141522
116,117,0.8853716083366102
117,118,0.8861034346624556
118,119,0.8905095102000591
119,120,0.8865591929581643
120,121,0.884083728278041
121,122,0.8841439304072755
122,123,0.8849783720015729
123,124,0.8861308116627267
124,125,0.8910300983411146
125,126,0.8868930122384524
126,127,0.8914851485148515
127,128,0.89126559714795
128,129,0.892962743938498
129,130,0.8885613207547169
130,131,0.8849120031639313
131,132,0.8880987654320988
132,133,0.890074074074074
133,134,0.887160299330445
134,135,0.8900533913387384
135,136,0.8861932938856016
136,137,0.8831830654645236
137,138,0.8873449131513647
138,139,0.8854372774040364
139,140,0.8877037037037038
140,141,0.8909933905494722
141,142,0.8885178273254102
142,143,0.8861255262900226
143,144,0.8843993298511875
144,145,0.8887357227254825
145,146,0.8903301886792453
146,147,0.8920122735821043
147,148,0.8875600431330263
148,149,0.8870235038514714
149,150,0.8948200869909055
150,151,0.890375910253887
151,152,0.8882714824369915
152,153,0.8893474842767295
153,154,0.8901608605546234
154,155,0.8904893449092343
155,156,0.8872180451127818
156,157,0.888319873941304
157,158,0.8892857142857142
158,159,0.8922413793103449
159,160,0.8899380348185305
160,161,0.8870350377858476
161,162,0.8882498760535448
162,163,0.8890643505724438
163,164,0.8895044020180037
164,165,0.8878826656166946
165,166,0.8921104536489152
166,167,0.894435674822415
167,168,0.8892600962955683
168,169,0.8876733737058019
169,170,0.8884952268477512
170,171,0.8852202793787242
171,172,0.8924287118977385
172,173,0.8882091761223483
173,174,0.8908589440504334
174,175,0.887987334256877
175,176,0.8869684768732201
176,177,0.8854166666666666
177,178,0.8931885488647581
178,179,0.8925113613910295
179,180,0.8878642205435102
180,181,0.8937844217151849
181,182,0.8896783106374581
182,183,0.8862369167563338
183,184,0.8900523560209425
184,185,0.8887144259077527
185,186,0.8863836878737378
186,187,0.8901174844505875
187,188,0.8875505972948957
188,189,0.8886902988779665
189,190,0.8866101360678367
190,191,0.8881296368606013
191,192,0.8913279936715119
192,193,0.891212151099714
193,194,0.8874484384207425
194,195,0.8885415649115952
195,196,0.888998325618044
196,197,0.8869205786832005
197,198,0.8899436369029962
198,199,0.889634086201795
199,200,0.8904950495049504
