,epoch,F1
0,1,0.07379837001861003
1,2,0.3538080416693133
2,3,0.5146900269541779
3,4,0.5888186943821752
4,5,0.6207902413153009
5,6,0.6649275760280086
6,7,0.6825755436317424
7,8,0.7072221829242413
8,9,0.7247825789221394
9,10,0.7428374180186399
10,11,0.7474424107453546
11,12,0.7533827429115386
12,13,0.7715912246598167
13,14,0.7782680639823497
14,15,0.7820459865069531
15,16,0.7829798953456347
16,17,0.7870560811737282
17,18,0.7957019064124785
18,19,0.7901097374635366
19,20,0.8021360704625841
20,21,0.8048880955650144
21,22,0.8042759687741754
22,23,0.8062622309197651
23,24,0.817868468220047
24,25,0.8140536036661574
25,26,0.8161070123422739
26,27,0.8169782994404258
27,28,0.8202064095600218
28,29,0.8208505569957263
29,30,0.8201271620974909
30,31,0.8204568700988749
31,32,0.8257863340563991
32,33,0.82434282584885
33,34,0.8288412490521817
34,35,0.8264669163545568
35,36,0.8272078990674712
36,37,0.8279835390946502
37,38,0.8301137142074256
38,39,0.8303818483674599
39,40,0.8320328542094456
40,41,0.8322036242910501
41,42,0.828569479500648
42,43,0.8310778319708731
43,44,0.8373132244099986
44,45,0.8339025580260682
45,46,0.8343726444185567
46,47,0.8354395414681307
47,48,0.8306801736613604
48,49,0.8381096720859742
49,50,0.8362661534231509
50,51,0.8417020683891635
51,52,0.84203277785429
52,53,0.8396252411132544
53,54,0.8407165671434523
54,55,0.8451360800712964
55,56,0.8433438226843618
56,57,0.8448156841087947
57,58,0.8447893569844788
58,59,0.8452231956612433
59,60,0.8439007340090877
60,61,0.8469933958985054
61,62,0.8428405122235157
62,63,0.8414692756608309
63,64,0.8452149791955618
64,65,0.8457008244994112
65,66,0.84436198721913
66,67,0.8388283378746594
67,68,0.8461538461538461
68,69,0.8458071565146135
69,70,0.8454419889502763
70,71,0.8477587275356331
71,72,0.8465026796756906
72,73,0.8463143254520167
73,74,0.8503184713375797
74,75,0.845962389380531
75,76,0.8482907470584141
76,77,0.850291100637649
77,78,0.8484931883858539
78,79,0.8496542185338865
79,80,0.8523125558380866
80,81,0.846814404432133
81,82,0.849095966620306
82,83,0.8493112756973766
83,84,0.8479811621303416
84,85,0.8488027051273205
85,86,0.8533518582841264
86,87,0.8500276701715552
87,88,0.8505985744931146
88,89,0.8503167171578078
89,90,0.8501924134139637
90,91,0.8524703284570798
91,92,0.8540734109221128
92,93,0.8518595470600457
93,94,0.8488587291795188
94,95,0.8505129794119674
95,96,0.8514277831425026
96,97,0.8512402404477302
97,98,0.8494272821936829
98,99,0.8501328971580453
99,100,0.8514067194755531
100,101,0.851200656769515
101,102,0.8480609418282549
102,103,0.8519029233314949
103,104,0.8545378619153675
104,105,0.85366870483602
105,106,0.8515641113784805
106,107,0.8548576156657244
107,108,0.8556807966254063
108,109,0.85438499724214
109,110,0.8587107529869409
110,111,0.8531790295593977
111,112,0.8608365019011407
112,113,0.8593192423826516
113,114,0.8525063604483258
114,115,0.8530318602261049
115,116,0.8551933282789992
116,117,0.8526761332605134
117,118,0.855076456812233
118,119,0.8536017529443988
119,120,0.8560595615607334
120,121,0.8569060773480663
121,122,0.854738584632363
122,123,0.8577143251258706
123,124,0.8560300459034637
124,125,0.8535838268327548
125,126,0.8551619989017024
126,127,0.855845317553155
127,128,0.8554075505555939
128,129,0.8566889978589681
129,130,0.8589663544918489
130,131,0.8589188434138847
131,132,0.8580358383108765
132,133,0.8630894758677915
133,134,0.8575949367088608
134,135,0.860979682716393
135,136,0.8589354660783232
136,137,0.8584556302290495
137,138,0.8599186935850617
138,139,0.8614045991298943
139,140,0.8571826086956522
140,141,0.8574974146845914
141,142,0.8565265794600612
142,143,0.8611686697057603
143,144,0.8607263455309766
144,145,0.8633803796148231
145,146,0.8627751462803008
146,147,0.8605168102250624
147,148,0.862161603637115
148,149,0.8633712857539573
149,150,0.8593265854162363
150,151,0.8609014747628608
151,152,0.8609234626366739
152,153,0.8612216884008237
153,154,0.8597105028469506
154,155,0.8618579385271264
155,156,0.860113683626785
156,157,0.8624982708535068
157,158,0.8603716028840822
158,159,0.8624799609674496
159,160,0.8620761679314906
160,161,0.8638277313824281
161,162,0.8627129078596347
162,163,0.8645393507302556
163,164,0.8520741989881957
164,165,0.8634306010167838
165,166,0.8647753158003727
166,167,0.8644162365741387
167,168,0.8634977827050999
168,169,0.8646506777893639
169,170,0.8610747952934701
170,171,0.8590778492269804
171,172,0.8604667171473808
172,173,0.8615278733654508
173,174,0.8602209565635078
174,175,0.8637316561844864
175,176,0.8621794871794871
176,177,0.8628920344157647
177,178,0.8687651331719127
178,179,0.8636773165153511
179,180,0.8558459422283357
180,181,0.863633234666483
181,182,0.8617174136161478
182,183,0.8702342991820324
183,184,0.8679141061934682
184,185,0.8667593880389429
185,186,0.8596575015351027
186,187,0.867581167712139
187,188,0.8651014170602945
188,189,0.8669480384695218
189,190,0.8665824915824916
190,191,0.8635732147818839
191,192,0.8670175924643303
192,193,0.8624378278939837
193,194,0.8640541848089018
194,195,0.8637467897549801
195,196,0.8660751421045334
196,197,0.8657166346944368
197,198,0.8687370600414078
198,199,0.8637207064806542
199,200,0.8656819436775263
